,Number
2014-09-10 20:00:00,16634
2014-09-10 20:02:00,18757
2014-09-10 20:04:00,17953
2014-09-10 20:06:00,17449
2014-09-10 20:08:00,15831
2014-09-10 20:10:00,17343
2014-09-10 20:12:00,17651
2014-09-10 20:14:00,18656
2014-09-10 20:16:00,20482
2014-09-10 20:18:00,17947
2014-09-10 20:20:00,18154
2014-09-10 20:22:00,20172
2014-09-10 20:24:00,18762
2014-09-10 20:26:00,17037
2014-09-10 20:28:00,18954
2014-09-10 20:30:00,19670
2014-09-10 20:32:00,16733
2014-09-10 20:34:00,16236
2014-09-10 20:36:00,16541
2014-09-10 20:38:00,18248
2014-09-10 20:40:00,17748
2014-09-10 20:42:00,17658
2014-09-10 20:44:00,16544
2014-09-10 20:46:00,18353
2014-09-10 20:48:00,16233
2014-09-10 20:50:00,15725
2014-09-10 20:52:00,15730
2014-09-10 20:54:00,15528
2014-09-10 20:56:00,16944
2014-09-10 20:58:00,18960
2014-09-10 21:00:00,17958
2014-09-10 21:02:00,15432
2014-09-10 21:04:00,16345
2014-09-10 21:06:00,14821
2014-09-10 21:08:00,16045
2014-09-10 21:10:00,16034
2014-09-10 21:12:00,14719
2014-09-10 21:14:00,15230
2014-09-10 21:16:00,15739
2014-09-10 21:18:00,14821
2014-09-10 21:20:00,15535
2014-09-10 21:22:00,13616
2014-09-10 21:24:00,15231
2014-09-10 21:26:00,16034
2014-09-10 21:28:00,15329
2014-09-10 21:30:00,17243
2014-09-10 21:32:00,17444
2014-09-10 21:34:00,17343
2014-09-10 21:36:00,14218
2014-09-10 21:38:00,17345
2014-09-10 21:40:00,16241
2014-09-10 21:42:00,17045
2014-09-10 21:44:00,15733
2014-09-10 21:46:00,16639
2014-09-10 21:48:00,14015
2014-09-10 21:50:00,15333
2014-09-10 21:52:00,14723
2014-09-10 21:54:00,12910
2014-09-10 21:56:00,15035
2014-09-10 21:58:00,15626
2014-09-10 22:00:00,13810
2014-09-10 22:02:00,15936
2014-09-10 22:04:00,15834
2014-09-10 22:06:00,13115
2014-09-10 22:08:00,13414
2014-09-10 22:10:00,12304
2014-09-10 22:12:00,14218
2014-09-10 22:14:00,13715
2014-09-10 22:16:00,15029
2014-09-10 22:18:00,14914
2014-09-10 22:20:00,15335
2014-09-10 22:22:00,13208
2014-09-10 22:24:00,14921
2014-09-10 22:26:00,15532
2014-09-10 22:28:00,14514
2014-09-10 22:30:00,14522
2014-09-10 22:32:00,14012
2014-09-10 22:34:00,12599
2014-09-10 22:36:00,13516
2014-09-10 22:38:00,13204
2014-09-10 22:40:00,13200
2014-09-10 22:42:00,13319
2014-09-10 22:44:00,12410
2014-09-10 22:46:00,12202
2014-09-10 22:48:00,12605
2014-09-10 22:50:00,12703
2014-09-10 22:52:00,10587
2014-09-10 22:54:00,11401
2014-09-10 22:56:00,13813
2014-09-10 22:58:00,13013
2014-09-10 23:00:00,13725
2014-09-10 23:02:00,11797
2014-09-10 23:04:00,11900
2014-09-10 23:06:00,11496
2014-09-10 23:08:00,10089
2014-09-10 23:10:00,9278
2014-09-10 23:12:00,10688
2014-09-10 23:14:00,9878
2014-09-10 23:16:00,12303
2014-09-10 23:18:00,9066
2014-09-10 23:20:00,10996
2014-09-10 23:22:00,8974
2014-09-10 23:24:00,9680
2014-09-10 23:26:00,8471
2014-09-10 23:28:00,9673
2014-09-10 23:30:00,10282
2014-09-10 23:32:00,10481
2014-09-10 23:34:00,10485
2014-09-10 23:36:00,8869
2014-09-10 23:38:00,9686
2014-09-10 23:40:00,10086
2014-09-10 23:42:00,9283
2014-09-10 23:44:00,9574
2014-09-10 23:46:00,10689
2014-09-10 23:48:00,9375
2014-09-10 23:50:00,9887
2014-09-10 23:52:00,8066
2014-09-10 23:54:00,8674
2014-09-10 23:56:00,9984
2014-09-10 23:58:00,8274
2014-09-11 00:00:00,8880
2014-09-11 00:02:00,8273
2014-09-11 00:04:00,9681
2014-09-11 00:06:00,6655
2014-09-11 00:08:00,7873
2014-09-11 00:10:00,8374
2014-09-11 00:12:00,7971
2014-09-11 00:14:00,7062
2014-09-11 00:16:00,7260
2014-09-11 00:18:00,8265
2014-09-11 00:20:00,8779
2014-09-11 00:22:00,6960
2014-09-11 00:24:00,7454
2014-09-11 00:26:00,9076
2014-09-11 00:28:00,5443
2014-09-11 00:30:00,6550
2014-09-11 00:32:00,7969
2014-09-11 00:34:00,7058
2014-09-11 00:36:00,6559
2014-09-11 00:38:00,6349
2014-09-11 00:40:00,6850
2014-09-11 00:42:00,7465
2014-09-11 00:44:00,6758
2014-09-11 00:46:00,5546
2014-09-11 00:48:00,6656
2014-09-11 00:50:00,6452
2014-09-11 00:52:00,5446
2014-09-11 00:54:00,5953
2014-09-11 00:56:00,6855
2014-09-11 00:58:00,5144
2014-09-11 01:00:00,6862
2014-09-11 01:02:00,5745
2014-09-11 01:04:00,5850
2014-09-11 01:06:00,6350
2014-09-11 01:08:00,4135
2014-09-11 01:10:00,4540
2014-09-11 01:12:00,4941
2014-09-11 01:14:00,4638
2014-09-11 01:16:00,5750
2014-09-11 01:18:00,3829
2014-09-11 01:20:00,5446
2014-09-11 01:22:00,3631
2014-09-11 01:24:00,4236
2014-09-11 01:26:00,3532
2014-09-11 01:28:00,3730
2014-09-11 01:30:00,3529
2014-09-11 01:32:00,3627
2014-09-11 01:34:00,3933
2014-09-11 01:36:00,3732
2014-09-11 01:38:00,2218
2014-09-11 01:40:00,3530
2014-09-11 01:42:00,2826
2014-09-11 01:44:00,3628
2014-09-11 01:46:00,3832
2014-09-11 01:48:00,2821
2014-09-11 01:50:00,3333
2014-09-11 01:52:00,3125
2014-09-11 01:54:00,3734
2014-09-11 01:56:00,3728
2014-09-11 01:58:00,2420
2014-09-11 02:00:00,3635
2014-09-11 02:02:00,2522
2014-09-11 02:04:00,3734
2014-09-11 02:06:00,2119
2014-09-11 02:08:00,2624
2014-09-11 02:10:00,3331
2014-09-11 02:12:00,2927
2014-09-11 02:14:00,2120
2014-09-11 02:16:00,1713
2014-09-11 02:18:00,2725
2014-09-11 02:20:00,2422
2014-09-11 02:22:00,2422
2014-09-11 02:24:00,2215
2014-09-11 02:26:00,2624
2014-09-11 02:28:00,1111
2014-09-11 02:30:00,1813
2014-09-11 02:32:00,2620
2014-09-11 02:34:00,2623
2014-09-11 02:36:00,1716
2014-09-11 02:38:00,1612
2014-09-11 02:40:00,2219
2014-09-11 02:42:00,2317
2014-09-11 02:44:00,1615
2014-09-11 02:46:00,1413
2014-09-11 02:48:00,1916
2014-09-11 02:50:00,2319
2014-09-11 02:52:00,2319
2014-09-11 02:54:00,2018
2014-09-11 02:56:00,2016
2014-09-11 02:58:00,2118
2014-09-11 03:00:00,1815
2014-09-11 03:02:00,1612
2014-09-11 03:04:00,2319
2014-09-11 03:06:00,2217
2014-09-11 03:08:00,2019
2014-09-11 03:10:00,2121
2014-09-11 03:12:00,1815
2014-09-11 03:14:00,1313
2014-09-11 03:16:00,2120
2014-09-11 03:18:00,1515
2014-09-11 03:20:00,1814
2014-09-11 03:22:00,1717
2014-09-11 03:24:00,2222
2014-09-11 03:26:00,2017
2014-09-11 03:28:00,2519
2014-09-11 03:30:00,1815
2014-09-11 03:32:00,1917
2014-09-11 03:34:00,1915
2014-09-11 03:36:00,1513
2014-09-11 03:38:00,1412
2014-09-11 03:40:00,1816
2014-09-11 03:42:00,1513
2014-09-11 03:44:00,1612
2014-09-11 03:46:00,2018
2014-09-11 03:48:00,1510
2014-09-11 03:50:00,1716
2014-09-11 03:52:00,2724
2014-09-11 03:54:00,2318
2014-09-11 03:56:00,2321
2014-09-11 03:58:00,2015
2014-09-11 04:00:00,2521
2014-09-11 04:02:00,2320
2014-09-11 04:04:00,1513
2014-09-11 04:06:00,2014
2014-09-11 04:08:00,2522
2014-09-11 04:10:00,2119
2014-09-11 04:12:00,1615
2014-09-11 04:14:00,1008
2014-09-11 04:16:00,1612
2014-09-11 04:18:00,1413
2014-09-11 04:20:00,1509
2014-09-11 04:22:00,1511
2014-09-11 04:24:00,1512
2014-09-11 04:26:00,2621
2014-09-11 04:28:00,2621
2014-09-11 04:30:00,2214
2014-09-11 04:32:00,3124
2014-09-11 04:34:00,2016
2014-09-11 04:36:00,2217
2014-09-11 04:38:00,1816
2014-09-11 04:40:00,1814
2014-09-11 04:42:00,3019
2014-09-11 04:44:00,2820
2014-09-11 04:46:00,2011
2014-09-11 04:48:00,3122
2014-09-11 04:50:00,2820
2014-09-11 04:52:00,2922
2014-09-11 04:54:00,2319
2014-09-11 04:56:00,1611
2014-09-11 04:58:00,2117
2014-09-11 05:00:00,1614
2014-09-11 05:02:00,2621
2014-09-11 05:04:00,3730
2014-09-11 05:06:00,2320
2014-09-11 05:08:00,2017
2014-09-11 05:10:00,1312
2014-09-11 05:12:00,2418
2014-09-11 05:14:00,1514
2014-09-11 05:16:00,1918
2014-09-11 05:18:00,1616
2014-09-11 05:20:00,807
2014-09-11 05:22:00,808
2014-09-11 05:24:00,1010
2014-09-11 05:26:00,806
2014-09-11 05:28:00,1108
2014-09-11 05:30:00,906
2014-09-11 05:32:00,606
2014-09-11 05:34:00,1007
2014-09-11 05:36:00,707
2014-09-11 05:38:00,604
2014-09-11 05:40:00,1109
2014-09-11 05:42:00,907
2014-09-11 05:44:00,1208
2014-09-11 05:46:00,1111
2014-09-11 05:48:00,1109
2014-09-11 05:50:00,807
2014-09-11 05:52:00,1816
2014-09-11 05:54:00,10782
2014-09-11 05:56:00,5042
2014-09-11 05:58:00,5345
2014-09-11 06:00:00,3931
2014-09-11 06:02:00,3833
2014-09-11 06:04:00,3428
2014-09-11 06:06:00,3319
2014-09-11 06:08:00,4839
2014-09-11 06:10:00,4234
2014-09-11 06:12:00,2418
2014-09-11 06:14:00,2619
2014-09-11 06:16:00,3932
2014-09-11 06:18:00,3833
2014-09-11 06:20:00,4330
2014-09-11 06:22:00,4233
2014-09-11 06:24:00,4441
2014-09-11 06:26:00,6654
2014-09-11 06:28:00,4939
2014-09-11 06:30:00,4838
2014-09-11 06:32:00,5043
2014-09-11 06:34:00,4938
2014-09-11 06:36:00,5947
2014-09-11 06:38:00,5246
2014-09-11 06:40:00,5243
2014-09-11 06:42:00,6956
2014-09-11 06:44:00,6952
2014-09-11 06:46:00,6750
2014-09-11 06:48:00,6847
2014-09-11 06:50:00,5346
2014-09-11 06:52:00,6854
2014-09-11 06:54:00,5346
2014-09-11 06:56:00,5140
2014-09-11 06:58:00,6451
2014-09-11 07:00:00,4938
2014-09-11 07:02:00,6853
2014-09-11 07:04:00,8472
2014-09-11 07:06:00,6154
2014-09-11 07:08:00,5648
2014-09-11 07:10:00,5948
2014-09-11 07:12:00,6356
2014-09-11 07:14:00,6149
2014-09-11 07:16:00,6249
2014-09-11 07:18:00,5350
2014-09-11 07:20:00,4433
2014-09-11 07:22:00,4836
2014-09-11 07:24:00,6251
2014-09-11 07:26:00,6154
2014-09-11 07:28:00,6557
2014-09-11 07:30:00,4135
2014-09-11 07:32:00,4231
2014-09-11 07:34:00,5946
2014-09-11 07:36:00,5750
2014-09-11 07:38:00,3836
2014-09-11 07:40:00,6358
2014-09-11 07:42:00,5447
2014-09-11 07:44:00,4741
2014-09-11 07:46:00,6455
2014-09-11 07:48:00,5239
2014-09-11 07:50:00,4541
2014-09-11 07:52:00,5347
2014-09-11 07:54:00,15221
2014-09-11 07:56:00,9881
2014-09-11 07:58:00,10089
2014-09-11 08:00:00,7864
2014-09-11 08:02:00,7567
2014-09-11 08:04:00,7463
2014-09-11 08:06:00,9474
2014-09-11 08:08:00,8972
2014-09-11 08:10:00,9679
2014-09-11 08:12:00,7565
2014-09-11 08:14:00,7764
2014-09-11 08:16:00,8171
2014-09-11 08:18:00,11196
2014-09-11 08:20:00,8472
2014-09-11 08:22:00,9878
2014-09-11 08:24:00,9387
2014-09-11 08:26:00,9784
2014-09-11 08:28:00,8971
2014-09-11 08:30:00,9178
2014-09-11 08:32:00,8671
2014-09-11 08:34:00,9878
2014-09-11 08:36:00,10188
2014-09-11 08:38:00,9577
2014-09-11 08:40:00,9688
2014-09-11 08:42:00,9787
2014-09-11 08:44:00,9479
2014-09-11 08:46:00,10485
2014-09-11 08:48:00,9876
2014-09-11 08:50:00,9381
2014-09-11 08:52:00,11191
2014-09-11 08:54:00,8875
2014-09-11 08:56:00,9783
2014-09-11 08:58:00,11399
2014-09-11 09:00:00,8969
2014-09-11 09:02:00,11182
2014-09-11 09:04:00,9278
2014-09-11 09:06:00,9082
2014-09-11 09:08:00,9384
2014-09-11 09:10:00,9681
2014-09-11 09:12:00,9283
2014-09-11 09:14:00,9780
2014-09-11 09:16:00,9375
2014-09-11 09:18:00,8377
2014-09-11 09:20:00,9170
2014-09-11 09:22:00,8970
2014-09-11 09:24:00,11494
2014-09-11 09:26:00,10288
2014-09-11 09:28:00,11503
2014-09-11 09:30:00,8575
2014-09-11 09:32:00,8268
2014-09-11 09:34:00,10080
2014-09-11 09:36:00,12304
2014-09-11 09:38:00,8576
2014-09-11 09:40:00,11702
2014-09-11 09:42:00,11197
2014-09-11 09:44:00,9885
2014-09-11 09:46:00,10693
2014-09-11 09:48:00,10382
2014-09-11 09:50:00,8578
2014-09-11 09:52:00,10082
2014-09-11 09:54:00,10984
2014-09-11 09:56:00,10083
2014-09-11 09:58:00,11901
2014-09-11 10:00:00,9481
2014-09-11 10:02:00,8676
2014-09-11 10:04:00,9180
2014-09-11 10:06:00,10790
2014-09-11 10:08:00,10384
2014-09-11 10:10:00,11487
2014-09-11 10:12:00,10589
2014-09-11 10:14:00,10795
2014-09-11 10:16:00,9279
2014-09-11 10:18:00,12304
2014-09-11 10:20:00,9176
2014-09-11 10:22:00,10986
2014-09-11 10:24:00,9078
2014-09-11 10:26:00,8676
2014-09-11 10:28:00,10185
2014-09-11 10:30:00,9375
2014-09-11 10:32:00,9478
2014-09-11 10:34:00,10782
2014-09-11 10:36:00,10292
2014-09-11 10:38:00,10488
2014-09-11 10:40:00,11703
2014-09-11 10:42:00,9284
2014-09-11 10:44:00,8978
2014-09-11 10:46:00,9882
2014-09-11 10:48:00,9277
2014-09-11 10:50:00,9576
2014-09-11 10:52:00,10891
2014-09-11 10:54:00,9982
2014-09-11 10:56:00,10286
2014-09-11 10:58:00,9988
2014-09-11 11:00:00,9980
2014-09-11 11:02:00,10179
2014-09-11 11:04:00,8068
2014-09-11 11:06:00,7665
2014-09-11 11:08:00,10688
2014-09-11 11:10:00,9080
2014-09-11 11:12:00,8871
2014-09-11 11:14:00,10486
2014-09-11 11:16:00,8873
2014-09-11 11:18:00,7766
2014-09-11 11:20:00,9276
2014-09-11 11:22:00,9681
2014-09-11 11:24:00,9382
2014-09-11 11:26:00,8773
2014-09-11 11:28:00,9380
2014-09-11 11:30:00,9079
2014-09-11 11:32:00,8074
2014-09-11 11:34:00,8674
2014-09-11 11:36:00,11396
2014-09-11 11:38:00,8674
2014-09-11 11:40:00,9677
2014-09-11 11:42:00,10992
2014-09-11 11:44:00,10388
2014-09-11 11:46:00,9681
2014-09-11 11:48:00,8772
2014-09-11 11:50:00,8267
2014-09-11 11:52:00,9071
2014-09-11 11:54:00,9072
2014-09-11 11:56:00,9379
2014-09-11 11:58:00,9577
2014-09-11 12:00:00,7365
2014-09-11 12:02:00,6557
2014-09-11 12:04:00,8170
2014-09-11 12:06:00,7661
2014-09-11 12:08:00,8675
2014-09-11 12:10:00,10376
2014-09-11 12:12:00,9669
2014-09-11 12:14:00,8876
2014-09-11 12:16:00,8166
2014-09-11 12:18:00,8269
2014-09-11 12:20:00,8468
2014-09-11 12:22:00,9273
2014-09-11 12:24:00,7558
2014-09-11 12:26:00,7561
2014-09-11 12:28:00,7967
2014-09-11 12:30:00,8874
2014-09-11 12:32:00,7260
2014-09-11 12:34:00,8767
2014-09-11 12:36:00,10184
2014-09-11 12:38:00,9783
2014-09-11 12:40:00,10588
2014-09-11 12:42:00,8676
2014-09-11 12:44:00,9779
2014-09-11 12:46:00,8978
2014-09-11 12:48:00,7262
2014-09-11 12:50:00,7862
2014-09-11 12:52:00,8468
2014-09-11 12:54:00,9179
2014-09-11 12:56:00,9381
2014-09-11 12:58:00,8066
2014-09-11 13:00:00,9984
2014-09-11 13:02:00,9278
2014-09-11 13:04:00,9883
2014-09-11 13:06:00,8467
2014-09-11 13:08:00,10584
2014-09-11 13:10:00,9983
2014-09-11 13:12:00,9168
2014-09-11 13:14:00,10884
2014-09-11 13:16:00,12000
2014-09-11 13:18:00,9072
2014-09-11 13:20:00,9276
2014-09-11 13:22:00,11401
2014-09-11 13:24:00,8579
2014-09-11 13:26:00,11185
2014-09-11 13:28:00,9983
2014-09-11 13:30:00,8976
2014-09-11 13:32:00,9684
2014-09-11 13:34:00,9480
2014-09-11 13:36:00,10898
2014-09-11 13:38:00,9079
2014-09-11 13:40:00,8770
2014-09-11 13:42:00,10487
2014-09-11 13:44:00,9983
2014-09-11 13:46:00,9877
2014-09-11 13:48:00,7868
2014-09-11 13:50:00,8670
2014-09-11 13:52:00,10892
2014-09-11 13:54:00,9685
2014-09-11 13:56:00,10590
2014-09-11 13:58:00,9680
2014-09-11 14:00:00,8971
2014-09-11 14:02:00,9484
2014-09-11 14:04:00,8976
2014-09-11 14:06:00,9475
2014-09-11 14:08:00,12708
2014-09-11 14:10:00,12198
2014-09-11 14:12:00,10480
2014-09-11 14:14:00,8875
2014-09-11 14:16:00,11587
2014-09-11 14:18:00,10991
2014-09-11 14:20:00,11199
2014-09-11 14:22:00,10483
2014-09-11 14:24:00,11898
2014-09-11 14:26:00,11289
2014-09-11 14:28:00,10176
2014-09-11 14:30:00,12097
2014-09-11 14:32:00,8972
2014-09-11 14:34:00,10893
2014-09-11 14:36:00,12095
2014-09-11 14:38:00,11184
2014-09-11 14:40:00,11087
2014-09-11 14:42:00,10989
2014-09-11 14:44:00,11286
2014-09-11 14:46:00,11596
2014-09-11 14:48:00,10187
2014-09-11 14:50:00,10186
2014-09-11 14:52:00,9882
2014-09-11 14:54:00,11400
2014-09-11 14:56:00,11902
2014-09-11 14:58:00,11396
2014-09-11 15:00:00,11099
2014-09-11 15:02:00,10888
2014-09-11 15:04:00,11598
2014-09-11 15:06:00,12806
2014-09-11 15:08:00,12404
2014-09-11 15:10:00,12300
2014-09-11 15:12:00,12304
2014-09-11 15:14:00,11897
2014-09-11 15:16:00,15635
2014-09-11 15:18:00,10593
2014-09-11 15:20:00,13411
2014-09-11 15:22:00,12408
2014-09-11 15:24:00,12409
2014-09-11 15:26:00,13709
2014-09-11 15:28:00,12608
2014-09-11 15:30:00,10086
2014-09-11 15:32:00,13110
2014-09-11 15:34:00,13612
2014-09-11 15:36:00,12712
2014-09-11 15:38:00,12510
2014-09-11 15:40:00,10392
2014-09-11 15:42:00,13716
2014-09-11 15:44:00,12905
2014-09-11 15:46:00,11089
2014-09-11 15:48:00,10997
2014-09-11 15:50:00,11703
2014-09-11 15:52:00,14830
2014-09-11 15:54:00,15229
2014-09-11 15:56:00,14427
2014-09-11 15:58:00,13513
2014-09-11 16:00:00,15119
2014-09-11 16:02:00,14321
2014-09-11 16:04:00,13818
2014-09-11 16:06:00,14012
2014-09-11 16:08:00,18253
2014-09-11 16:10:00,15225
2014-09-11 16:12:00,13511
2014-09-11 16:14:00,14325
2014-09-11 16:16:00,15930
2014-09-11 16:18:00,15229
2014-09-11 16:20:00,16647
2014-09-11 16:22:00,12198
2014-09-11 16:24:00,16340
2014-09-11 16:26:00,14523
2014-09-11 16:28:00,14818
2014-09-11 16:30:00,14612
2014-09-11 16:32:00,12911
2014-09-11 16:34:00,15432
2014-09-11 16:36:00,13206
2014-09-11 16:38:00,15223
2014-09-11 16:40:00,15113
2014-09-11 16:42:00,15826
2014-09-11 16:44:00,17033
2014-09-11 16:46:00,15526
2014-09-11 16:48:00,15431
2014-09-11 16:50:00,14826
2014-09-11 16:52:00,14016
2014-09-11 16:54:00,17143
2014-09-11 16:56:00,15728
2014-09-11 16:58:00,16932
2014-09-11 17:00:00,15535
2014-09-11 17:02:00,14319
2014-09-11 17:04:00,16636
2014-09-11 17:06:00,17250
2014-09-11 17:08:00,16334
2014-09-11 17:10:00,17143
2014-09-11 17:12:00,16551
2014-09-11 17:14:00,15430
2014-09-11 17:16:00,18361
2014-09-11 17:18:00,15742
2014-09-11 17:20:00,16646
2014-09-11 17:22:00,16235
2014-09-11 17:24:00,16740
2014-09-11 17:26:00,16850
2014-09-11 17:28:00,15223
2014-09-11 17:30:00,15938
2014-09-11 17:32:00,15835
2014-09-11 17:34:00,18752
2014-09-11 17:36:00,14928
2014-09-11 17:38:00,17352
2014-09-11 17:40:00,15538
2014-09-11 17:42:00,18958
2014-09-11 17:44:00,17348
2014-09-11 17:46:00,15728
2014-09-11 17:48:00,15334
2014-09-11 17:50:00,19059
2014-09-11 17:52:00,18759
2014-09-11 17:54:00,19773
2014-09-11 17:56:00,18870
2014-09-11 17:58:00,18256
2014-09-11 18:00:00,19663
2014-09-11 18:02:00,18352
2014-09-11 18:04:00,16639
2014-09-11 18:06:00,17844
2014-09-11 18:08:00,19966
2014-09-11 18:10:00,19766
2014-09-11 18:12:00,16740
2014-09-11 18:14:00,19875
2014-09-11 18:16:00,18256
2014-09-11 18:18:00,17250
2014-09-11 18:20:00,20988
2014-09-11 18:22:00,16137
2014-09-11 18:24:00,19778
2014-09-11 18:26:00,17955
2014-09-11 18:28:00,19565
2014-09-11 18:30:00,18145
2014-09-11 18:32:00,16945
2014-09-11 18:34:00,18454
2014-09-11 18:36:00,16738
2014-09-11 18:38:00,18157
2014-09-11 18:40:00,18650
2014-09-11 18:42:00,20365
2014-09-11 18:44:00,20662
2014-09-11 18:46:00,17649
2014-09-11 18:48:00,16547
2014-09-11 18:50:00,19164
2014-09-11 18:52:00,16537
2014-09-11 18:54:00,18251
2014-09-11 18:56:00,18252
2014-09-11 18:58:00,20352
2014-09-11 19:00:00,21079
2014-09-11 19:02:00,19666
2014-09-11 19:04:00,19960
2014-09-11 19:06:00,20081
2014-09-11 19:08:00,18662
2014-09-11 19:10:00,18759
2014-09-11 19:12:00,19871
2014-09-11 19:14:00,18149
2014-09-11 19:16:00,19266
2014-09-11 19:18:00,21586
2014-09-11 19:20:00,19271
2014-09-11 19:22:00,18861
2014-09-11 19:24:00,17545
2014-09-11 19:26:00,19869
2014-09-11 19:28:00,17129
2014-09-11 19:30:00,18161
2014-09-11 19:32:00,16942
2014-09-11 19:34:00,20667
2014-09-11 19:36:00,18756
2014-09-11 19:38:00,17750
2014-09-11 19:40:00,18052
2014-09-11 19:42:00,17951
2014-09-11 19:44:00,17959
2014-09-11 19:46:00,17341
2014-09-11 19:48:00,17350
2014-09-11 19:50:00,20772
2014-09-11 19:52:00,17945
2014-09-11 19:54:00,19170
2014-09-11 19:56:00,17949
2014-09-11 19:58:00,17651
2014-09-11 20:00:00,19259
2014-09-11 20:02:00,20265
2014-09-11 20:04:00,17449
2014-09-11 20:06:00,16942
2014-09-11 20:08:00,19661
2014-09-11 20:10:00,19262
2014-09-11 20:12:00,16939
2014-09-11 20:14:00,19365
2014-09-11 20:16:00,18451
2014-09-11 20:18:00,17552
2014-09-11 20:20:00,18157
2014-09-11 20:22:00,18055
2014-09-11 20:24:00,20984
2014-09-11 20:26:00,18754
2014-09-11 20:28:00,18657
2014-09-11 20:30:00,17845
2014-09-11 20:32:00,17347
2014-09-11 20:34:00,18960
2014-09-11 20:36:00,19161
2014-09-11 20:38:00,16335
2014-09-11 20:40:00,19064
2014-09-11 20:42:00,19467
2014-09-11 20:44:00,18141
2014-09-11 20:46:00,18053
2014-09-11 20:48:00,16238
2014-09-11 20:50:00,19368
2014-09-11 20:52:00,16333
2014-09-11 20:54:00,17242
2014-09-11 20:56:00,17641
2014-09-11 20:58:00,18339
2014-09-11 21:00:00,19065
2014-09-11 21:02:00,20071
2014-09-11 21:04:00,18651
2014-09-11 21:06:00,18662
2014-09-11 21:08:00,18663
2014-09-11 21:10:00,17551
2014-09-11 21:12:00,21374
2014-09-11 21:14:00,16944
2014-09-11 21:16:00,16538
2014-09-11 21:18:00,20266
2014-09-11 21:20:00,19867
2014-09-11 21:22:00,17746
2014-09-11 21:24:00,17953
2014-09-11 21:26:00,18658
2014-09-11 21:28:00,17235
2014-09-11 21:30:00,15630
2014-09-11 21:32:00,16837
2014-09-11 21:34:00,18554
2014-09-11 21:36:00,17746
2014-09-11 21:38:00,15934
2014-09-11 21:40:00,17243
2014-09-11 21:42:00,15131
2014-09-11 21:44:00,16141
2014-09-11 21:46:00,15634
2014-09-11 21:48:00,15631
2014-09-11 21:50:00,17245
2014-09-11 21:52:00,15625
2014-09-11 21:54:00,16334
2014-09-11 21:56:00,16833
2014-09-11 21:58:00,13812
2014-09-11 22:00:00,15221
2014-09-11 22:02:00,16221
2014-09-11 22:04:00,16038
2014-09-11 22:06:00,15028
2014-09-11 22:08:00,17043
2014-09-11 22:10:00,15927
2014-09-11 22:12:00,15729
2014-09-11 22:14:00,17743
2014-09-11 22:16:00,16943
2014-09-11 22:18:00,15431
2014-09-11 22:20:00,12504
2014-09-11 22:22:00,14627
2014-09-11 22:24:00,15829
2014-09-11 22:26:00,12699
2014-09-11 22:28:00,12805
2014-09-11 22:30:00,12704
2014-09-11 22:32:00,13308
2014-09-11 22:34:00,14318
2014-09-11 22:36:00,15628
2014-09-11 22:38:00,13301
2014-09-11 22:40:00,14826
2014-09-11 22:42:00,14426
2014-09-11 22:44:00,14211
2014-09-11 22:46:00,14723
2014-09-11 22:48:00,13411
2014-09-11 22:50:00,15931
2014-09-11 22:52:00,13605
2014-09-11 22:54:00,15121
2014-09-11 22:56:00,13101
2014-09-11 22:58:00,12296
2014-09-11 23:00:00,13016
2014-09-11 23:02:00,14014
2014-09-11 23:04:00,15323
2014-09-11 23:06:00,13917
2014-09-11 23:08:00,14521
2014-09-11 23:10:00,14922
2014-09-11 23:12:00,15530
2014-09-11 23:14:00,12003
2014-09-11 23:16:00,11697
2014-09-11 23:18:00,12399
2014-09-11 23:20:00,14412
2014-09-11 23:22:00,13607
